text,label
"RELEVÉ BANCAIRE
Compte N°: ACC-37159
Titulaire: Name 71
Période: 01/9/2023 - 25/8/2023
Solde initial: 9854.67€
Total débits: 629.51€
Total crédits: 1757.77€
Solde final: 10982.93€",bank_statement
"BANK STATEMENT
Account #: ACC-59468
Account holder: Name 19
Period: 01/3/2023 - 26/7/2023
Opening balance: $8668.96
Total debits: $309.86
Total credits: $2406.51
Closing balance: $10765.61",bank_statement
"BANK STATEMENT
Account #: ACC-95327
Account holder: Name 86
Period: 01/8/2023 - 28/11/2023
Opening balance: $5790.92
Total debits: $1136.13
Total credits: $2306.96
Closing balance: $6961.75",bank_statement
"BANK STATEMENT
Account #: ACC-85340
Account holder: Name 16
Period: 01/11/2023 - 30/4/2023
Opening balance: $2802.51
Total debits: $1000.78
Total credits: $1550.11
Closing balance: $3351.84",bank_statement
"BANK STATEMENT
Account #: ACC-73253
Account holder: Name 54
Period: 01/11/2023 - 26/2/2023
Opening balance: $1710.16
Total debits: $364.33
Total credits: $2405.78
Closing balance: $3751.61",bank_statement
"BANK STATEMENT
Account #: ACC-27185
Account holder: Name 62
Period: 01/9/2023 - 30/10/2023
Opening balance: $8736.10
Total debits: $244.74
Total credits: $650.02
Closing balance: $9141.38",bank_statement
"BANK STATEMENT
Account #: ACC-99848
Account holder: Name 11
Period: 01/4/2023 - 27/11/2023
Opening balance: $1185.66
Total debits: $470.51
Total credits: $2600.76
Closing balance: $3315.91",bank_statement
"RELEVÉ BANCAIRE
Compte N°: ACC-62708
Titulaire: Name 34
Période: 01/12/2023 - 25/11/2023
Solde initial: 9777.92€
Total débits: 1933.94€
Total crédits: 603.19€
Solde final: 8447.17€",bank_statement
"BANK STATEMENT
Account #: ACC-49003
Account holder: Name 41
Period: 01/4/2023 - 25/4/2023
Opening balance: $1878.03
Total debits: $1271.62
Total credits: $2562.21
Closing balance: $3168.62",bank_statement
"BANK STATEMENT
Account #: ACC-30422
Account holder: Name 25
Period: 01/1/2023 - 28/6/2023
Opening balance: $3005.47
Total debits: $476.75
Total credits: $2338.45
Closing balance: $4867.17",bank_statement
"BANK STATEMENT
Account #: ACC-64948
Account holder: Name 88
Period: 01/5/2023 - 25/10/2023
Opening balance: $1674.91
Total debits: $822.90
Total credits: $1407.92
Closing balance: $2259.93",bank_statement
"BANK STATEMENT
Account #: ACC-18917
Account holder: Name 86
Period: 01/3/2023 - 26/1/2023
Opening balance: $9388.37
Total debits: $1781.94
Total credits: $437.69
Closing balance: $8044.12",bank_statement
"BANK STATEMENT
Account #: ACC-52129
Account holder: Name 85
Period: 01/10/2023 - 29/6/2023
Opening balance: $1579.77
Total debits: $1735.74
Total credits: $562.94
Closing balance: $406.97",bank_statement
"BANK STATEMENT
Account #: ACC-27859
Account holder: Name 83
Period: 01/1/2023 - 26/10/2023
Opening balance: $8863.36
Total debits: $1629.40
Total credits: $2915.16
Closing balance: $10149.12",bank_statement
"BANK STATEMENT
Account #: ACC-29545
Account holder: Name 76
Period: 01/7/2023 - 26/8/2023
Opening balance: $8610.87
Total debits: $1429.86
Total credits: $842.66
Closing balance: $8023.67",bank_statement
